"inv_date","total","cus_name"
"2018-08-01 00:00:00+00",2450,"Natural Innovation Technology Limited"
"2018-08-01 00:00:00+00",16200,"PerkinElmer"
"2018-08-01 00:00:00+00",1800,"SesmaAb"
"2018-08-01 00:00:00+00",47200,"Shanghai Xinke"
"2018-08-01 00:00:00+00",1300,"SolidPhase"
"2018-08-01 00:00:00+00",90000,"Theragenics"
"2018-09-01 00:00:00+00",25000,"Bard"
"2018-09-01 00:00:00+00",26400,"Bebig"
"2018-09-01 00:00:00+00",17500,"Best"
"2018-09-01 00:00:00+00",100500,"BZ"
"2018-09-01 00:00:00+00",9250,"CIRC"
"2018-09-01 00:00:00+00",825,"Cisbio"
"2018-09-01 00:00:00+00",24500,"HTA"
"2018-09-01 00:00:00+00",850,"Immunotech"
"2018-09-01 00:00:00+00",35000,"IsoAid"
"2018-09-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-09-01 00:00:00+00",650,"MP Biomedicals"
"2018-09-01 00:00:00+00",5400,"PerkinElmer"
"2018-09-01 00:00:00+00",1800,"SesmaAb"
"2018-09-01 00:00:00+00",23600,"Shanghai Xinke"
"2018-09-01 00:00:00+00",82500,"Theragenics"
"2018-10-01 00:00:00+00",50,"AtomVie"
"2018-10-01 00:00:00+00",30800,"Bebig"
"2018-10-01 00:00:00+00",32500,"Best"
"2018-10-01 00:00:00+00",100500,"BZ"
"2018-10-01 00:00:00+00",9625,"CIRC"
"2018-10-01 00:00:00+00",1650,"Cisbio"
"2018-10-01 00:00:00+00",24500,"HTA"
"2018-10-01 00:00:00+00",35000,"IsoAid"
"2018-10-01 00:00:00+00",8303,"IsoSolutions - Jaco"
"2018-10-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2018-10-01 00:00:00+00",900,"Mayo Clinic"
"2018-10-01 00:00:00+00",1300,"MP Biomedicals"
"2018-10-01 00:00:00+00",12600,"PerkinElmer"
"2018-10-01 00:00:00+00",0,"Platelet Immunology Lab"
"2018-10-01 00:00:00+00",23600,"Shanghai Xinke"
"2018-10-01 00:00:00+00",1300,"SolidPhase"
"2018-10-01 00:00:00+00",75000,"Theragenics"
"2018-10-01 00:00:00+00",550,"ViTrax"
"2018-11-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2018-11-01 00:00:00+00",48400,"Bebig"
"2018-11-01 00:00:00+00",25000,"Best"
"2018-11-01 00:00:00+00",100500,"BZ"
"2018-11-01 00:00:00+00",0,"Chemical Engineering"
"2018-11-01 00:00:00+00",2750,"CIRC"
"2018-11-01 00:00:00+00",825,"Cisbio"
"2018-11-01 00:00:00+00",1700,"Immunotech"
"2018-11-01 00:00:00+00",35000,"IsoAid"
"2018-11-01 00:00:00+00",6000,"IsoSolutions - Chengdu"
"2018-11-01 00:00:00+00",9488,"IsoSolutions - Jaco"
"2018-11-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-11-01 00:00:00+00",900,"Mayo Clinic"
"2018-11-01 00:00:00+00",650,"MP Biomedicals"
"2018-11-01 00:00:00+00",0,"National Institute of Stds & Tech"
"2018-11-01 00:00:00+00",7200,"PerkinElmer"
"2018-11-01 00:00:00+00",1800,"SesmaAb"
"2018-11-01 00:00:00+00",47200,"Shanghai Xinke"
"2018-11-01 00:00:00+00",90000,"Theragenics"
"2018-12-01 00:00:00+00",11000,"Bebig"
"2018-12-01 00:00:00+00",30000,"Best"
"2018-12-01 00:00:00+00",100500,"BZ"
"2018-12-01 00:00:00+00",0,"Chemical Engineering"
"2018-12-01 00:00:00+00",12375,"CIRC"
"2018-12-01 00:00:00+00",2475,"Cisbio"
"2018-12-01 00:00:00+00",36750,"HTA"
"2018-12-01 00:00:00+00",1700,"Immunotech"
"2018-12-01 00:00:00+00",26250,"IsoAid"
"2018-12-01 00:00:00+00",14233,"IsoSolutions - Jaco"
"2018-12-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2018-12-01 00:00:00+00",7200,"Laboratorios Bacon S.A."
"2018-12-01 00:00:00+00",900,"Mayo Clinic"
"2018-12-01 00:00:00+00",1300,"MP Biomedicals"
"2018-12-01 00:00:00+00",7350,"PerkinElmer"
"2018-12-01 00:00:00+00",0,"Platelet Immunology Lab"
"2018-12-01 00:00:00+00",1800,"SesmaAb"
"2018-12-01 00:00:00+00",23600,"Shanghai Xinke"
"2018-12-01 00:00:00+00",1300,"SolidPhase"
"2018-12-01 00:00:00+00",75000,"Theragenics"
"2019-01-01 00:00:00+00",50,"AtomVie"
"2019-01-01 00:00:00+00",12500,"Bard"
"2019-01-01 00:00:00+00",26400,"Bebig"
"2019-01-01 00:00:00+00",25000,"Best"
"2019-01-01 00:00:00+00",40200,"BZ"
"2019-01-01 00:00:00+00",0,"Chemical Engineering"
"2019-01-01 00:00:00+00",12375,"CIRC"
"2019-01-01 00:00:00+00",825,"Cisbio"
"2019-01-01 00:00:00+00",24500,"HTA"
"2019-01-01 00:00:00+00",35000,"IsoAid"
"2019-01-01 00:00:00+00",0,"IsoSolutions - Chengdu"
"2019-01-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-01-01 00:00:00+00",650,"MP Biomedicals"
"2019-01-01 00:00:00+00",7200,"PerkinElmer"
"2019-01-01 00:00:00+00",1800,"SesmaAb"
"2019-01-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-01-01 00:00:00+00",75000,"Theragenics"
"2019-02-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2019-02-01 00:00:00+00",50,"AtomVie"
"2019-02-01 00:00:00+00",12500,"Bard"
"2019-02-01 00:00:00+00",30800,"Bebig"
"2019-02-01 00:00:00+00",25000,"Best"
"2019-02-01 00:00:00+00",100500,"BZ"
"2019-02-01 00:00:00+00",2475,"Cisbio"
"2019-02-01 00:00:00+00",24500,"HTA"
"2019-02-01 00:00:00+00",1700,"Immunotech"
"2019-02-01 00:00:00+00",35000,"IsoAid"
"2019-02-01 00:00:00+00",7200,"IsoSolutions - Chengdu"
"2019-02-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-02-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2019-02-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-02-01 00:00:00+00",0,"Mayo Clinic"
"2019-02-01 00:00:00+00",7200,"PerkinElmer"
"2019-02-01 00:00:00+00",0,"Platelet Immunology Lab"
"2019-02-01 00:00:00+00",1800,"SesmaAb"
"2019-02-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-02-01 00:00:00+00",1300,"SolidPhase"
"2019-02-01 00:00:00+00",75000,"Theragenics"
"2019-02-01 00:00:00+00",550,"ViTrax"
"2019-03-01 00:00:00+00",50,"AtomVie"
"2019-03-01 00:00:00+00",12500,"Bard"
"2019-03-01 00:00:00+00",26400,"Bebig"
"2019-03-01 00:00:00+00",25000,"Best"
"2019-03-01 00:00:00+00",40200,"BZ"
"2019-03-01 00:00:00+00",4125,"CIRC"
"2019-03-01 00:00:00+00",825,"Cisbio"
"2019-03-01 00:00:00+00",24500,"HTA"
"2019-03-01 00:00:00+00",43750,"IsoAid"
"2019-03-01 00:00:00+00",13800,"IsoSolutions - Chengdu"
"2019-03-01 00:00:00+00",7116,"IsoSolutions - Jaco"
"2019-03-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-03-01 00:00:00+00",900,"Mayo Clinic"
"2019-03-01 00:00:00+00",700,"MP Biomedicals"
"2019-03-01 00:00:00+00",800,"Ottawa Heart Institute Research Corp"
"2019-03-01 00:00:00+00",7200,"PerkinElmer"
"2019-03-01 00:00:00+00",23600,"Shanghai Xinke"
"2019-03-01 00:00:00+00",97500,"Theragenics"
"2019-04-01 00:00:00+00",1800,"American Radiolabeled Chemicals"
"2019-04-01 00:00:00+00",50,"AtomVie"
"2019-04-01 00:00:00+00",12500,"Bard"
"2019-04-01 00:00:00+00",26400,"Bebig"
"2019-04-01 00:00:00+00",32500,"Best"
"2019-04-01 00:00:00+00",80400,"BZ"
"2019-04-01 00:00:00+00",0,"Chemical Engineering"
"2019-04-01 00:00:00+00",1650,"Cisbio"
"2019-04-01 00:00:00+00",24500,"HTA"
"2019-04-01 00:00:00+00",26250,"IsoAid"
"2019-04-01 00:00:00+00",7116,"IsoSolutions - Jaco"
"2019-04-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-04-01 00:00:00+00",900,"Mayo Clinic"
"2019-04-01 00:00:00+00",700,"MP Biomedicals"
"2019-04-01 00:00:00+00",10800,"PerkinElmer"
"2019-04-01 00:00:00+00",0,"Platelet Immunology Lab"
"2019-04-01 00:00:00+00",1800,"SesmaAb"
"2019-04-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-04-01 00:00:00+00",1300,"SolidPhase"
"2019-04-01 00:00:00+00",75000,"Theragenics"
"2019-05-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2019-05-01 00:00:00+00",25000,"Bard"
"2019-05-01 00:00:00+00",24200,"Bebig"
"2019-05-01 00:00:00+00",30000,"Best"
"2019-05-01 00:00:00+00",140700,"BZ"
"2019-05-01 00:00:00+00",5250,"CIRC"
"2019-05-01 00:00:00+00",825,"Cisbio"
"2019-05-01 00:00:00+00",24500,"HTA"
"2019-05-01 00:00:00+00",1800,"Immunotech"
"2019-05-01 00:00:00+00",43750,"IsoAid"
"2019-05-01 00:00:00+00",11400,"IsoSolutions - Chengdu"
"2019-05-01 00:00:00+00",7116,"IsoSolutions - Jaco"
"2019-05-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-05-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-05-01 00:00:00+00",900,"Mayo Clinic"
"2019-05-01 00:00:00+00",700,"MP Biomedicals"
"2019-05-01 00:00:00+00",7200,"PerkinElmer"
"2019-05-01 00:00:00+00",1800,"SesmaAb"
"2019-05-01 00:00:00+00",47200,"Shanghai Xinke"
"2019-05-01 00:00:00+00",1300,"SolidPhase"
"2019-05-01 00:00:00+00",101250,"Theragenics"
"2019-06-01 00:00:00+00",19800,"Bebig"
"2019-06-01 00:00:00+00",25000,"Best"
"2019-06-01 00:00:00+00",60300,"BZ"
"2019-06-01 00:00:00+00",825,"Cisbio"
"2019-06-01 00:00:00+00",49000,"HTA"
"2019-06-01 00:00:00+00",35000,"IsoAid"
"2019-06-01 00:00:00+00",7116,"IsoSolutions - Jaco"
"2019-06-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-06-01 00:00:00+00",1800,"Mayo Clinic"
"2019-06-01 00:00:00+00",1400,"MP Biomedicals"
"2019-06-01 00:00:00+00",7200,"PerkinElmer"
"2019-06-01 00:00:00+00",0,"Platelet Immunology Lab"
"2019-06-01 00:00:00+00",1800,"SesmaAb"
"2019-06-01 00:00:00+00",23600,"Shanghai Xinke"
"2019-06-01 00:00:00+00",82500,"Theragenics"
"2019-07-01 00:00:00+00",26400,"Bebig"
"2019-07-01 00:00:00+00",25000,"Best"
"2019-07-01 00:00:00+00",100500,"BZ"
"2019-07-01 00:00:00+00",0,"Chemical Engineering"
"2019-07-01 00:00:00+00",1650,"Cisbio"
"2019-07-01 00:00:00+00",35000,"IsoAid"
"2019-07-01 00:00:00+00",7116,"IsoSolutions - Jaco"
"2019-07-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-07-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2019-07-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-07-01 00:00:00+00",700,"MP Biomedicals"
"2019-07-01 00:00:00+00",7200,"PerkinElmer"
"2019-07-01 00:00:00+00",47200,"Shanghai Xinke"
"2019-07-01 00:00:00+00",82500,"Theragenics"
"2019-07-01 00:00:00+00",550,"ViTrax"
"2019-08-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2019-08-01 00:00:00+00",25000,"Bard"
"2019-08-01 00:00:00+00",30800,"Bebig"
"2019-08-01 00:00:00+00",32500,"Best"
"2019-08-01 00:00:00+00",20100,"BZ"
"2019-08-01 00:00:00+00",825,"Cisbio"
"2019-08-01 00:00:00+00",49000,"HTA"
"2019-08-01 00:00:00+00",1700,"Immunotech"
"2019-08-01 00:00:00+00",43750,"IsoAid"
"2019-08-01 00:00:00+00",7920,"IsoSolutions - Chengdu"
"2019-08-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2019-08-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-08-01 00:00:00+00",1800,"Mayo Clinic"
"2019-08-01 00:00:00+00",700,"MP Biomedicals"
"2019-08-01 00:00:00+00",10800,"PerkinElmer"
"2019-08-01 00:00:00+00",0,"Platelet Immunology Lab"
"2019-08-01 00:00:00+00",1800,"SesmaAb"
"2019-08-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-08-01 00:00:00+00",1300,"SolidPhase"
"2019-08-01 00:00:00+00",90000,"Theragenics"
"2019-09-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2019-09-01 00:00:00+00",33000,"Bebig"
"2019-09-01 00:00:00+00",25000,"Best"
"2019-09-01 00:00:00+00",20100,"BZ"
"2019-09-01 00:00:00+00",1650,"Cisbio"
"2019-09-01 00:00:00+00",35000,"IsoAid"
"2019-09-01 00:00:00+00",-720.0,"IsoSolutions - Chengdu"
"2019-09-01 00:00:00+00",11860,"IsoSolutions - Jaco"
"2019-09-01 00:00:00+00",12139,"IsoSolutions - Seeds Medical"
"2019-09-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-09-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-09-01 00:00:00+00",700,"MP Biomedicals"
"2019-09-01 00:00:00+00",7200,"PerkinElmer"
"2019-09-01 00:00:00+00",1800,"SesmaAb"
"2019-09-01 00:00:00+00",23600,"Shanghai Xinke"
"2019-09-01 00:00:00+00",1300,"SolidPhase"
"2019-09-01 00:00:00+00",75000,"Theragenics"
"2019-10-01 00:00:00+00",17600,"Bebig"
"2019-10-01 00:00:00+00",25000,"Best"
"2019-10-01 00:00:00+00",80400,"BZ"
"2019-10-01 00:00:00+00",825,"Cisbio"
"2019-10-01 00:00:00+00",24500,"HTA"
"2019-10-01 00:00:00+00",35000,"IsoAid"
"2019-10-01 00:00:00+00",14400,"IsoSolutions - Chengdu"
"2019-10-01 00:00:00+00",5930,"IsoSolutions - Jaco"
"2019-10-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-10-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-10-01 00:00:00+00",900,"Mayo Clinic"
"2019-10-01 00:00:00+00",700,"MP Biomedicals"
"2019-10-01 00:00:00+00",7200,"PerkinElmer"
"2019-10-01 00:00:00+00",0,"Platelet Immunology Lab"
"2019-10-01 00:00:00+00",1800,"SesmaAb"
"2019-10-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-10-01 00:00:00+00",75000,"Theragenics"
"2019-11-01 00:00:00+00",25000,"Bard"
"2019-11-01 00:00:00+00",26400,"Bebig"
"2019-11-01 00:00:00+00",30000,"Best"
"2019-11-01 00:00:00+00",80400,"BZ"
"2019-11-01 00:00:00+00",0,"Chemical Engineering"
"2019-11-01 00:00:00+00",12125,"CIRC"
"2019-11-01 00:00:00+00",1650,"Cisbio"
"2019-11-01 00:00:00+00",24500,"HTA"
"2019-11-01 00:00:00+00",1700,"Immunotech"
"2019-11-01 00:00:00+00",43750,"IsoAid"
"2019-11-01 00:00:00+00",36419,"IsoSolutions - Seeds Medical"
"2019-11-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-11-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-11-01 00:00:00+00",900,"Mayo Clinic"
"2019-11-01 00:00:00+00",700,"MP Biomedicals"
"2019-11-01 00:00:00+00",7200,"PerkinElmer"
"2019-11-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-11-01 00:00:00+00",1300,"SolidPhase"
"2019-11-01 00:00:00+00",116250,"Theragenics"
"2019-12-01 00:00:00+00",56250,"Bard"
"2019-12-01 00:00:00+00",39600,"Bebig"
"2019-12-01 00:00:00+00",25000,"Best"
"2019-12-01 00:00:00+00",80400,"BZ"
"2019-12-01 00:00:00+00",9063,"CIRC"
"2019-12-01 00:00:00+00",1650,"Cisbio"
"2019-12-01 00:00:00+00",73500,"HTA"
"2019-12-01 00:00:00+00",35000,"IsoAid"
"2019-12-01 00:00:00+00",6000,"IsoSolutions - Chengdu"
"2019-12-01 00:00:00+00",23721,"IsoSolutions - MoSen"
"2019-12-01 00:00:00+00",48558,"IsoSolutions - Seeds Medical"
"2019-12-01 00:00:00+00",650,"Iso-Tex Diagnostics"
"2019-12-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2019-12-01 00:00:00+00",900,"Mayo Clinic"
"2019-12-01 00:00:00+00",700,"MP Biomedicals"
"2019-12-01 00:00:00+00",14400,"PerkinElmer"
"2019-12-01 00:00:00+00",0,"Platelet Immunology Lab"
"2019-12-01 00:00:00+00",1800,"SesmaAb"
"2019-12-01 00:00:00+00",35400,"Shanghai Xinke"
"2019-12-01 00:00:00+00",9100,"SolidPhase"
"2019-12-01 00:00:00+00",86250,"Theragenics"
"2020-01-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2020-01-01 00:00:00+00",57500,"Bard"
"2020-01-01 00:00:00+00",63800,"Bebig"
"2020-01-01 00:00:00+00",32500,"Best"
"2020-01-01 00:00:00+00",70350,"BZ"
"2020-01-01 00:00:00+00",3625,"CIRC"
"2020-01-01 00:00:00+00",1700,"Cisbio"
"2020-01-01 00:00:00+00",76700,"HTA"
"2020-01-01 00:00:00+00",1800,"Immunotech"
"2020-01-01 00:00:00+00",62500,"IsoAid"
"2020-01-01 00:00:00+00",5210,"IsoSolutions - Chengdu"
"2020-01-01 00:00:00+00",14232,"IsoSolutions - Jaco"
"2020-01-01 00:00:00+00",30442,"IsoSolutions - MoSen"
"2020-01-01 00:00:00+00",58169,"IsoSolutions - Seeds Medical"
"2020-01-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-01-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2020-01-01 00:00:00+00",900,"Mayo Clinic"
"2020-01-01 00:00:00+00",750,"MP Biomedicals"
"2020-01-01 00:00:00+00",14400,"PerkinElmer"
"2020-01-01 00:00:00+00",1800,"SesmaAb"
"2020-01-01 00:00:00+00",28750,"Shanghai Xinke"
"2020-01-01 00:00:00+00",0,"SolidPhase"
"2020-01-01 00:00:00+00",116250,"Theragenics"
"2020-01-01 00:00:00+00",0,"Valliant Group"
"2020-01-01 00:00:00+00",750,"ViTrax"
"2020-02-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2020-02-01 00:00:00+00",12500,"Bard"
"2020-02-01 00:00:00+00",19800,"Bebig"
"2020-02-01 00:00:00+00",25000,"Best"
"2020-02-01 00:00:00+00",40200,"BZ"
"2020-02-01 00:00:00+00",1700,"Cisbio"
"2020-02-01 00:00:00+00",23600,"HTA"
"2020-02-01 00:00:00+00",50000,"IsoAid"
"2020-02-01 00:00:00+00",6900,"IsoSolutions - Chengdu"
"2020-02-01 00:00:00+00",13936,"IsoSolutions - Jaco"
"2020-02-01 00:00:00+00",34901,"IsoSolutions - Seeds Medical"
"2020-02-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-02-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2020-02-01 00:00:00+00",900,"Mayo Clinic"
"2020-02-01 00:00:00+00",750,"MP Biomedicals"
"2020-02-01 00:00:00+00",10800,"PerkinElmer"
"2020-02-01 00:00:00+00",0,"Platelet Immunology Lab"
"2020-02-01 00:00:00+00",1800,"SesmaAb"
"2020-02-01 00:00:00+00",28750,"Shanghai Xinke"
"2020-02-01 00:00:00+00",93750,"Theragenics"
"2020-03-01 00:00:00+00",0,"American Radiolabeled Chemicals"
"2020-03-01 00:00:00+00",12500,"Bard"
"2020-03-01 00:00:00+00",28600,"Bebig"
"2020-03-01 00:00:00+00",25000,"Best"
"2020-03-01 00:00:00+00",1700,"Cisbio"
"2020-03-01 00:00:00+00",0,"Guangzhou Diqi Trading Co., Ltd"
"2020-03-01 00:00:00+00",47200,"HTA"
"2020-03-01 00:00:00+00",50000,"IsoAid"
"2020-03-01 00:00:00+00",8050,"IsoSolutions - Chengdu"
"2020-03-01 00:00:00+00",6820,"IsoSolutions - Jaco"
"2020-03-01 00:00:00+00",23268,"IsoSolutions - Seeds Medical"
"2020-03-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-03-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2020-03-01 00:00:00+00",900,"Mayo Clinic"
"2020-03-01 00:00:00+00",750,"MP Biomedicals"
"2020-03-01 00:00:00+00",14400,"PerkinElmer"
"2020-03-01 00:00:00+00",28750,"Shanghai Xinke"
"2020-03-01 00:00:00+00",0,"SolidPhase"
"2020-03-01 00:00:00+00",93750,"Theragenics"
"2020-03-01 00:00:00+00",0,"Valliant Group"
"2020-04-01 00:00:00+00",12500,"Bard"
"2020-04-01 00:00:00+00",28600,"Bebig"
"2020-04-01 00:00:00+00",15000,"Best"
"2020-04-01 00:00:00+00",70350,"BZ"
"2020-04-01 00:00:00+00",12240,"CIRC"
"2020-04-01 00:00:00+00",1700,"Cisbio"
"2020-04-01 00:00:00+00",42480,"HTA"
"2020-04-01 00:00:00+00",1800,"Immunotech"
"2020-04-01 00:00:00+00",50000,"IsoAid"
"2020-04-01 00:00:00+00",6900,"IsoSolutions - Chengdu"
"2020-04-01 00:00:00+00",11366,"IsoSolutions - Jaco"
"2020-04-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-04-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2020-04-01 00:00:00+00",900,"Mayo Clinic"
"2020-04-01 00:00:00+00",750,"MP Biomedicals"
"2020-04-01 00:00:00+00",7200,"PerkinElmer"
"2020-04-01 00:00:00+00",1800,"SesmaAb"
"2020-04-01 00:00:00+00",46000,"Shanghai Xinke"
"2020-04-01 00:00:00+00",15000,"Theragenics"
"2020-05-01 00:00:00+00",17600,"Bebig"
"2020-05-01 00:00:00+00",18750,"Best"
"2020-05-01 00:00:00+00",60300,"BZ"
"2020-05-01 00:00:00+00",10440,"CIRC"
"2020-05-01 00:00:00+00",1700,"Cisbio"
"2020-05-01 00:00:00+00",35400,"HTA"
"2020-05-01 00:00:00+00",2700,"Immunotech"
"2020-05-01 00:00:00+00",50000,"IsoAid"
"2020-05-01 00:00:00+00",9200,"IsoSolutions - Chengdu"
"2020-05-01 00:00:00+00",34901,"IsoSolutions - Seeds Medical"
"2020-05-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-05-01 00:00:00+00",900,"Mayo Clinic"
"2020-05-01 00:00:00+00",750,"MP Biomedicals"
"2020-05-01 00:00:00+00",7200,"PerkinElmer"
"2020-05-01 00:00:00+00",0,"Platelet Immunology Lab"
"2020-05-01 00:00:00+00",1800,"SesmaAb"
"2020-05-01 00:00:00+00",34500,"Shanghai Xinke"
"2020-05-01 00:00:00+00",0,"SolidPhase"
"2020-05-01 00:00:00+00",63750,"Theragenics"
"2020-06-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2020-06-01 00:00:00+00",37400,"Bebig"
"2020-06-01 00:00:00+00",17500,"Best"
"2020-06-01 00:00:00+00",70350,"BZ"
"2020-06-01 00:00:00+00",12126,"CIRC"
"2020-06-01 00:00:00+00",1700,"Cisbio"
"2020-06-01 00:00:00+00",35400,"HTA"
"2020-06-01 00:00:00+00",50000,"IsoAid"
"2020-06-01 00:00:00+00",11366,"IsoSolutions - Jaco"
"2020-06-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-06-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2020-06-01 00:00:00+00",900,"Mayo Clinic"
"2020-06-01 00:00:00+00",1500,"MP Biomedicals"
"2020-06-01 00:00:00+00",3000,"PerkinElmer"
"2020-06-01 00:00:00+00",34500,"Shanghai Xinke"
"2020-06-01 00:00:00+00",93750,"Theragenics"
"2020-07-01 00:00:00+00",12500,"Bard"
"2020-07-01 00:00:00+00",30800,"Bebig"
"2020-07-01 00:00:00+00",25000,"Best"
"2020-07-01 00:00:00+00",110550,"BZ"
"2020-07-01 00:00:00+00",0,"Chemistry, Dept of"
"2020-07-01 00:00:00+00",5438,"CIRC"
"2020-07-01 00:00:00+00",850,"Cisbio"
"2020-07-01 00:00:00+00",47200,"HTA"
"2020-07-01 00:00:00+00",1800,"Immunotech"
"2020-07-01 00:00:00+00",43750,"IsoAid"
"2020-07-01 00:00:00+00",13800,"IsoSolutions - Chengdu"
"2020-07-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-07-01 00:00:00+00",1250,"Jiangsu Huayi Technology Co. Ltd"
"2020-07-01 00:00:00+00",1800,"Mayo Clinic"
"2020-07-01 00:00:00+00",750,"MP Biomedicals"
"2020-07-01 00:00:00+00",8700,"PerkinElmer"
"2020-07-01 00:00:00+00",0,"Platelet Immunology Lab"
"2020-07-01 00:00:00+00",1800,"SesmaAb"
"2020-07-01 00:00:00+00",46000,"Shanghai Xinke"
"2020-07-01 00:00:00+00",0,"SolidPhase"
"2020-07-01 00:00:00+00",116250,"Theragenics"
"2020-07-01 00:00:00+00",750,"ViTrax"
"2020-08-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2020-08-01 00:00:00+00",28600,"Bebig"
"2020-08-01 00:00:00+00",20000,"Best"
"2020-08-01 00:00:00+00",50250,"BZ"
"2020-08-01 00:00:00+00",6688,"CIRC"
"2020-08-01 00:00:00+00",1700,"Cisbio"
"2020-08-01 00:00:00+00",82600,"HTA"
"2020-08-01 00:00:00+00",35000,"IsoAid"
"2020-08-01 00:00:00+00",6900,"IsoSolutions - Chengdu"
"2020-08-01 00:00:00+00",34901,"IsoSolutions - Seeds Medical"
"2020-08-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-08-01 00:00:00+00",3600,"Laboratorios Bacon S.A."
"2020-08-01 00:00:00+00",750,"MP Biomedicals"
"2020-08-01 00:00:00+00",7200,"PerkinElmer"
"2020-08-01 00:00:00+00",0,"Platelet Immunology Lab"
"2020-08-01 00:00:00+00",1800,"SesmaAb"
"2020-08-01 00:00:00+00",23000,"Shanghai Xinke"
"2020-08-01 00:00:00+00",0,"SolidPhase"
"2020-08-01 00:00:00+00",67500,"Theragenics"
"2020-09-01 00:00:00+00",26400,"Bebig"
"2020-09-01 00:00:00+00",20000,"Best"
"2020-09-01 00:00:00+00",70350,"BZ"
"2020-09-01 00:00:00+00",9063,"CIRC"
"2020-09-01 00:00:00+00",850,"Cisbio"
"2020-09-01 00:00:00+00",35000,"IsoAid"
"2020-09-01 00:00:00+00",23268,"IsoSolutions - Seeds Medical"
"2020-09-01 00:00:00+00",750,"Iso-Tex Diagnostics"
"2020-09-01 00:00:00+00",900,"Mayo Clinic"
"2020-09-01 00:00:00+00",0,"Molecular Medicine"
"2020-09-01 00:00:00+00",750,"MP Biomedicals"
"2020-09-01 00:00:00+00",7200,"PerkinElmer"
"2020-09-01 00:00:00+00",1800,"SesmaAb"
"2020-09-01 00:00:00+00",23000,"Shanghai Xinke"
"2020-09-01 00:00:00+00",90000,"Theragenics"
"2020-09-01 00:00:00+00",0,"Valliant Group"
"2020-10-01 00:00:00+00",900,"American Radiolabeled Chemicals"
"2020-10-01 00:00:00+00",12500,"Bard"
"2020-10-01 00:00:00+00",24200,"Bebig"
"2020-10-01 00:00:00+00",25000,"Best"
